label,text
1,"great video , object femal judgement person place competit posit male woman ? let 's face music prepar peopl smart other therefor paid job ... bad exampl christi . make smarter spiritu - materi . someth come femal mind bad judgement fear sourc life ... pleas make influenc make peopl human - machin make money . peopl need grow spiritu ever ... money come ."
1,ask sorc forc teach unfair stupid judgement/com homeless peopl ! forget circumst given privileg enabl think/belive/cr realiti . respons chang circumst vision homeless ppl feel safe full final think human final ask/imagin thing life . also idea get frequenc number . guess get vision . mention water bs scientif proven . say mean : possibl replic result . beliv go tri hitler frequenc look . cant beliv ppl respect shit pay money ! note believ extend bs . ppl go research emerald tablet kabylion instead listen idiot . final stop giggl give exampl woman cancer . sens ladi !
2,grate thank video .
1,sorri ca n't get pass dingi blond high school demeanor . might savior never know .
1,money talk ! money illus like time talk much money feel never truli got . see say money money mean noth realiti
2,thank !
1,"bologna peopl empti look answer success , happi life hold want believ garbag .but 's real answer peopl 's pray empti fill bank account"
1,may `` enlighten '' get viral around world ! !
2,hand ...... love laffter ! ! ! john woo laf booda ...... ! ! ! lol ! ! ! amen namast ! ! !
1,"christi .... suffer horribl misophonia . 'tsk ' sound make terribl trigger . , 'm put . miso real ... 's wretch exist . mayb could give advic heal pain condit . ca n't listen vid , trigger sound . movi , often choos read subtitl . n't tv . 'd realli love hear ( other ) msg ! 'm anti-soci , spend time alon , natur . thank listen advic ."
1,agre method ’ say kept hear whole video neg statement . feel much posit listen .
1,"y'all possibl take stuff way liter . thought job . 'm work dream job . job 've liter thought . kept focu , bodi thing get . mean , kept motiv get colleg . kept motiv get hard time . 'm dream job . believ fli mind . n't care * * . said , eeg technolog make happen . would technolog , mind would one control . peopl think liter mean jean grey . hey , mayb one day would mutat tech , becom bionic , robot . robot era , 'll ask robot friend , 'whi ca n't ' ? possibl futur sinc 're alreadi talk put conscious robot bodi . alreadi possibl futur sinc robot part attach miss limb . scienc make thing possibl . dream . scienc like half dream . einstein 's atom clock test prove vastli wrong idea time , truli , flow differ . true sens , peopl liter 'age ' slower someon els . n't see peopl n't appli concept life . like peopl would look atom clock , go 'but 's one event ' . uh ? n't enough ? liter tell someon move time differ unless differ vast . becom vast , react ? mind n't open idea , think would happen truth like suddenli proven ? open mind peopl . n't afraid daydream . dream night , n't want dream 're awak ? notic choic word , 'dream ' . mean know 's dream , hold back 'belief ' statement . lol ! !"
1,bore . like get point . whatev point . n't finish video onto next one .
1,"'m grate thank christi post found . thankyou , thankyou , goddess hope"
1,power behind video deceiv greater seem .
1,pleas peopl spiritu work noth ghostli work . hail breath invit spirit bodi . time solv problem time problem . depend thought materialist full fill ghost energi . time soon wish full fill desir spirit doom faith god . spirit influenc . read articl googl [ ghost ] find real god creat heaven earth everi thing good bad . ask refug god save bad thing think . read quran may guid
2,"foundat christian , becom love father heaven love !"
1,"anyon ever read anyth dolor cannon ? wonder , wise , spiritu woman . work remind present ."
1,"realli ? written scriptur . agre speak think impact life mood . noth new ! ! concept new age magic think power attract theori ’ alway work . new age think premis avoid suffer unwant unpleas experi practic live life bliss control . new age think portray fairi tail life long right formula appli new age guru bank unwant thing happen suffer part life . sometim accept lot matur peac forc life go way . tie knot . never met anyon ask want without anyth get got univers ? mean god ? god univers , creat univers . call god anyth want pleas let ’ stop think god jean bottl . ’ childish view life us grown up"
1,thank thank grate bump video ! whoop whoop ...... # believ
1,"use mani low vibrat word self , ponder ,"
2,thank much . thank share .
1,someth hate cant chang caus distress make worri futur ? work physic ill ?
1,complet share view . howev annoy 's money . 's like `` tell becom rich '' . n't feel like purpos `` energi heel '' .
1,measur hitler 's scale ? thermomet ? 'm joke bit serious want know
2,big wwow ! thank ! red_heartred_heartred_heart
2,thank thank thank : ) 's awesom surprisingli heard meant
2,beauti woman ... truth humbl . thank christi . love x
2,hand best video topic !
1,"hi christi , know distant past , found . tri lesson gave end talk , realli realli work . well , superfici anyhow . tri last night , express gratitud kitti cat life , wish health . want tell feel truli amaz , god !"
1,"absolut pure mind , bodi , spirit heal glass ... cheer . thank ms. sheldon teach . beauti soul teacher , glass master teacher go !"
2,incred inform ... thank grate video came dear friend ... bless jame ..
1,"interest know teori great extent base `` word '' ... express within certain languag ... ennglish case . howev , give `` man made word '' express feel contradictori ! ! ! cat bark dog meaw ! ! ! sorri ... shouldn´t write ! well , alreadi ! tri chatin cell like jesu thaught ... spirit !"
1,"fulli agre john cashin. `` 's truth 's say 'm sure get bit worri 'talk univers ' 'expand energi ' stuff , sound bit quirki far fetch 's mainstream scientif back either , 's altern new age spiritu kind thing '' . everybodi find way earn money surviv recognit like politician , astrolog religi leader . let enjoy share ."
1,"let theword mouth , medit heart except sight oh lord strength redeem ."
1,'s true .. experi time big event life ... u get u feel u want sometim u may get u n't want ur feel low u need happi smiling_face_with_smiling_ey practic
1,tri jesu . one step program .
1,"thank soooo much , a-fest ! ! ! awesom max ! red_heart"
1,look far away remind ami schumer stage
1,thank much video : ) reliev know chang environ : favourit learn today `` actual chang world ''
1,suzanna maria emmanuel bring greatest spiritu teach ever ... coo ! ! !
2,got rid block money next thing happen got check six figur . ha ha ha ha ha ha ha ha ha ha . pack manipul sell techniqu substanc . cheer .
0,"omg .. much bullshit one video ! ! woman cancer fear ? seriusli ? even tho mom kind cancer ( would explain lot better , sinc clearli genet pre disposit ) prefer state fuck fear ! ! fat bitch .."
1,thank much share . felt vibrat rise follow last minut process . shift immedi low frequenc energi mediocr job new believ worthi deserv work better profession environ . also awesom see christi instead listen record .
1,absolut . 's doabl
1,"thank much , said , soul brought ... lot bless ! may creat , live life want ! <"
1,"kifflom , uncl brother ..."
2,bless ! led heal journey feel confid go forward honor better be-lief - ) thank
2,seeing/feel clearer . enjoy help video .
1,"walk know jesu christ lord savior ... love his/our father , god ... ’ need !"
2,thank share video !
1,tf - ad favorit list . thumbs_up
1,fals path . turn away return god creat .
1,stop listen “ dr ” emoto
2,brilliant ! ! ! grate thank univers direct watch video !
1,"nervou , think newer video would much effect , understand msg applaud , take lot stand front bunch peopl make stand , think wonder . - come good place.-"
1,one thing appreci give desper lost insecur peopl way mask fear `` hope '' . n't need feel much horseshit . ca n't believ watch fa-hoook video enjoy troll comment section . thank internet troll site like youtub thing . wonder rest `` awesom fest '' video terribl one . terribl outro music . oh par rest video anyway .
2,christi awesom ! love ! great teacher energi healer . thank much post !
1,witchraft . sell sole satan . get onto frequenc demon guid evil etern death .
2,grate thank found video.lov light xoxo
1,one .that could listen talk day . absolut stun woman . angel earth .
1,awesom .. love woman work . keep darlin
2,much need bless
0,sure breast cancer theori - think lost credibl point .
1,wonderful lectur . reson everyth know . inspir .
1,bullshit ! make career peopl 's hope ! con fat artist !
1,"public acknowledg inform get public school & media & peopl fanci titl ; deciev . follow someon grain salt , mayb truth ; mayb 's typic psi op propaganda . ye , believ get million dollar ; 'm psychic , mayb ought play lotteri . trueli friend , twice , twice ! came help . bloodsuck around cheap suit scatter work [ part time ] good enough pass home # variou money collector , lol . 'd tell 'talk busi manag ' . took care leas ; busi 's rent increas ever higher pass quarter . trust ; servic n't stay even though famili , friends-work like . everyon 's got new angl sell ; except , lol . mayb 'll make video one day -- 'll either taken public gasp . tell , realiti . far new-ag stuff goe -- 's posit . ye , think better allow around dictat vibrat ; 're happi wo n't vibrat high 're better alon . n't worri anoth come along . eventu someon truli care , love , comfort . take care -- -- sabl ( seer )"
0,"emoto fraud , fraud .."
1,giggl smile keep frequenc right want . feel like ’ fall bring back quick smile grinning_face_with_big_ey
0,"stupid scam , peopl believ ?"
0,use like girl start spam email shit sell . bad .
2,thank grate watch video . thank ! slightly_smiling_fac
1,"wow , know someon use `` n't know ''"
1,video great explan quit help coach client need understand frequenc find relationship desir . thank .
1,awesom ! ! !
1,"wow . first start watch .... thought n't go enjoy . thought cute giggli blond bimbo piec word togeth supernatur ...... howev , wow glad continu watch till end . extrem impress ."
1,"ca n't take woman 's advic look alright give life lesson , know mani guy tri bang gave free shit along way . give smart nerd guy oprah someon like , someon believ stori legit ."
1,human made imag god ... frequenc radio wave . rememb satan come disguis angel light deceiv mani !
1,"chart interest , thank share . understand lower number higher number vibrat measur hertz ? millihertz ? megahertz ? someth total differ ? also , tool would use measur frequenc . thank ."
2,anyon know similar teacher like ester hick kind content ? thank !
2,thank share amaz video .
1,chang blabla chang somethingsometh
1,"thank grate sourc brought video . alreadi awar much recent month , watch , much consciou everi moment . fantast . bless !"
2,! ! ! ! ! ! ! ! love subscrib ! ! ! soooo grate thank ! ! ! ! !
2,"thaaaank , thank , thank !"
1,find frequenc ?
1,dr.emoto use distil water plain water . nice dress u need learn lot come stage . watch bob proctor video
2,love video much love laughter ! watch interview david hawkin notic quit humor laugh lot . attribut highli consciou . great remind take way serious sometim !
1,finish video differ came . connect conscious vibrat high frequenc feel bodi . thank .
1,right point . relat much 'm open realiz realiti neg toward self . thank help see truth .
2,love vid . well done . hugehug !
2,help . thank .
1,need version add
2,helpful ... thank u
1,’ grate bless watch video ! much purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart
1,@ '' want someth heal life ? ... go play ''
1,"problem make differ genuin individu pretend intuit healer see aura chang tell come age fake one pretend thing ! mani pretend power use busi ventur ... mani , make head spin ..."
2,great thank ! watch simpl pure true thank : )
2,love thought princess !
1,".chang sourc . ( clear judgement belief .be love joy play . play ! .. extra ordinari extraordinari .. ( word , thought , action ) .love ( allign agre want ) .ask question 's `` would take happen '' `` possibillit could come ''"
1,gorgeou women .
1,maharishi effect ? sound amaz . 'm tri tune frequenc right .
2,thank share !
1,"said made lot sens . plenti time manifest thing realli desir , especi type woman alway want , avail refus accept felt unworthi . situat unstabl women past alway judg assum would way . n't enemi elemin self defeat behavior !"
0,"close person ( parent , friend , partner ) suffer cancer grate ?"
1,stole inform spiritu scientist like gregg braden bruce h. lipton . teach ...
2,frequenc love potent save life liter
1,get paid ! would take univers allow ?
1,"thank video , amaz , thank watch yeah often question answer tv show , radio , kind messag return question use think coincid realiz ."
1,"real scientif basi emoto ’ experi . could find imparti scientif organ support emoto ’ experi . matter fact , lot critic scientif commun way emoto ’ experi conduct ."
1,"heart , send bless taken time comment read comment view video past futur . may find highest truth havent alreadi stay true alreadi . bless health wealth happi ."
1,"n't understand video dislik , make perfectli practic sens ... share w/everyon know ."
1,"absolut right ! 'm thank father ruthless crimin rip mani peopl lie dirti trick . due great law system , one held respons crime ancestor - 'm filthi stink rich - complet legal ! 'm thank happi ! poor like father rip father/moth hey - rememb n't judg , n't blame . 's fault life suck . ^^"
1,lot old cobbler .
2,wow ! amaz & life-enhanc experi expand energi ! thank much !
1,"call mini cyclon appear grow front must . exactli . grow huge alway come cone side top head . also hear low hum vibrat sound 're around often give headach . use terrifi one els see . dr even want take psych drug , wo n't . wow ! mayb life chang better ."
1,hold higher level function lower octav ... much work . lol better live higher octav occasion visit low energi level .. energi stuck / movement ..
1,"find counterproduct . grate , mean content . content , motiv enough chang . chang equal progress . progress mean develop . content , would n't earn drive move forward result us invent car , plane , comput , internet , youtub ... etc ."
1,year ago saw video practic daili month got want . thank . later n't continu start follow old pattern life mess . click mind continu techniqu . onward daili . caus certainli chang life month span . sorri follow longer . 'm grate realis . keep upload amaz video . much love bless .
2,"frequenc , love mislead , love blind , love hurt , love die , love control , love clingi , love bring rash decis , love bring hate , love bring sad ect , fool would believ chart . plu neg , fool frequenc ."
1,woman unbeliev douchebag n't know shit speak .
1,"oh god . wow . `` vibrat `` imaginari scale goe `` '' . could ask ? also say `` averag person viber scale roughli `` . could go detail exactli ? answer `` vibrat '' answer , idiot . find mean harsh peopl delet comment . commun save spirit . vibrat evil . scale prefer . infact ( also known ) quit annoy .... 'm glad away . essenti healthi vibrat spectrum would never dream get rid fulli . ok ill unpaus continu watch . first minut laugh riot !"
1,"oh wow , realli reson ; aha ! moment ."
2,thank videogrinning_fac
1,"guy , got million view , , face_with_tears_of_joyface_with_tears_of_joy . men creat equal , . work harder pre-season -eric thoma ( face_with_tears_of_joyface_with_tears_of_joy )"
1,realiti realiti god god beleiv isnt gon na chang thing ladi either nut found somth gulabl moron beleiv pay anoth truli sad cult like group .
0,neutron neg charg ... wtf !
1,reson c chang frequenc bb sudden peopl could faintli hear charli parker play saxophon whenev presenc .
1,"person talk abt , say realiti creat thought , common , stupi say . may kid think abt beaten got abus perant , beauti ladi best dream action devot marrig think abt partner abus got abus got divors , ... , even beauti inviro beauti ppl get misar life situat . good vibe simpli good dsnt mean control anyth life world garante good realiti , ppl live bubl ? u time day hv good think thought naiv dreamer life prove real realiti work law ."
1,"minut - total scam . neutron neg - neutron neutral ( tri read , woman ) . emoto scam artist well - scienc behind water experi , replic experi . use mind . brainface_with_raised_eyebrow"
2,amaz ! thank share knowledg amaz energi ! <
1,need
1,said dr.emotto . knew tell truth . year agoi test theori work ! ! ! 'm truli enlighten great woman ! ! ! cri tear grate ! ! !
2,angel christi ! thank !
1,"symbol logo scribbl drawn without lift pen , line continu straight random confus still without lift pen spell word mind side . anyon ever notic ?"
1,"india- contact ? desper need help ! ( ) second question - nevil say mood decid fortun . someon victim childhood verbal emot abus non-exist self-esteem deepli wound inner child ..... idea love , never love anyon ( even pet ) , feel unworthi , fear , unlov hobbi interest motiv life , bulli school work , unemploy , suffer way youth neg manifest ( agre creat ) - even begin start manifest ? desper need help- may contact via email ? email id ? thank ton advanc folded_hands_medium-light_skin_ton"
1,ye ye alway get answer mean ... amaz ! ! !
1,vote promot feminazi
1,min . secret
0,peopl beyond stupid .
2,thank much ma'am smiling_face_with_halored_heartred_hearty liter save life
1,"brought spontan rush tear soul , dam break moment . thank much make avail . grate <"
1,unremark unpolish . may good messag could n't bet past style present .
2,namast .. univers love much reach watch video ! grate thank ! folded_handstwo_heart
1,"take somewhat alreadi elev person understand concept deepli get past judgement filter haze , like would take someon reason amount mathemat knowledg understand multivari calculu . ca n't go + multivari calculu one class . doubt us understand fraction mathemat einstein yet n't disput e=mc^ . thing disciplin spirit mind . start . know mani peopl spontan laugh , includ , double-board certifi physician . 's sign joy- sign nervous falaci . rememb - see reflect ! love light everyon ! thank christi mari awaken mani light ! gift energi healer . one healer anoth , feel heal abil even video ."
1,) cant beacusee .... patern u hv ) choos happi ) stop judg . write postcard realis u cn clear ur belief . ) would take revers judgment ) expand till univers visualis u want
1,"amaz , see femal version ; master anthoni robin .. , awaken , self realiz , help bring , admit loud . thank wonder session . thank full gratitud ."
1,"although 's tri help peopl , n't made fun . someth notic , 's . seem pretti nervou ."
0,weak pathet
2,love kind thank need this.bless .
2,laugh drove insan
2,websit pay $ session made like want help free littl use gift make money ha ha ! pleas greedi ca n't unblock ? know mani peopl free !
2,good ! thing like exampl mostli money ... somehow fit purpos recogn univers energi love .
0,thought cure ill ?
1,pray sincer creator ask need ? probabl get loung ) ) )
1,feed woman 's orgasm bring gift enhanc intuit . everi woman particular aspect gift enhanc intuit orgasm .
1,person vibrat frequenc posit affect million mani peopl posit affect enlighten person vibrat thousand ? ? ?
1,thank much ( insper ladi thumbs_upthumbs_upsparkling_heart ) .
1,also exper cook rice ... place corner .. love haat .. normal ... talk two love hate everyday week .... result .. love one stay fress longer .. hate one go bad faster .. middl one
1,studi base ?
1,thank video ! love content . ca n't realli hear though . way make louder end ? volum way .
1,.. priceless .. '' chang world ... '' ... thank christi ! ! !
1,"water crystallin structur hoax , alreadi debunk . also , document evid hitler 's energi `` '' , never took test . evid either einstein took frequenc test either . welcom believ whatev want . worst part claim control breast cancer thought ."
1,money motiv dash new age spiritu thought . buy .
1,"watch video think 're wonder . one question . say `` thank grate ...... '' , outlook think . thank ."
1,"follow mention 'tel aviv ' . tel aviv ? ? tel aviv stock market went , said . care , import ? zionist mention israel whenev 's chanc ? ? 's natur crimin israel racist crime . mayb 's condit kissass jew throw israel mention 's chanc . conscious ? ? ? dunno ? !"
1,"money , even explain john lock , motiv corrupt ( evil , greed , etc ) . even knew introduc money system , 's longer labor put toward product long 're use labor effici 're exhaust resourc everyth ok ... , money buy labor , 's consider 's anyth left anyon els , 's consider produc wast . n't talk money/econom ."
2,thank appreci mindvalley christi share . much love
1,must someth video 've recent watch logo two samsung phone chang ! upsid v use ! ! find amaz scari time . get feel macro quantum physic effect 's occur ! ! wow !
1,"emoto doctor , research replic imag base multipl sampl took part art piec scientif paper ."
1,"judg thing limit scope world 're will see/learn . also , 'm think theori quantum pilot wave particl exist particles/wav quantum wave aspect bodi essenti soul interact environ ."
1,* like structur goal section manifest miracl program [ check detail === * * http : //docs.google.com/document/d/u_jttjeasqzmbkzvvhlhnhjllwngowontdtyei/edit ? usp=shar * * ] . concept destini tune also highli practic . *
1,", 's one peopl believ peopl bring breast cancer upon ... holi hell ."
2,thank folded_handspurple_heart
1,young nervou awsom direct ... whatev judgment might could well project !
2,wow reinforc enlighten . 'm grate video ... thank smiling_facesmiling_facesmiling_facesmiling_fac
1,"lost random attack homeless peopl . felt place whole speech , especi someon talk judg thing . program misconcept , peopl homeless mental ill , c'mon ladi .."
1,`` christi mari sheldon energi healer author love breath kind talent wish had. `` pfft .... ahahahahahahhahahahahahahahhahahahahahahahahahahahah ....... seriou note scientif evid empir real time demonstr nonsens lunat woman talk ?
2,simpli awesom ! thank .
2,"guy , check video made : ) http : //youtu.be/vczqcqub hope help ; ) let know think ! love light !"
1,"actual she nervou , profession know laughter peopl learn , peopl would learn much judg"
1,'s awesom ! wish could talk person find block
1,"laugh infecti , messag inspir ! grate path led christi ! : )"
1,"amaz peopl seem abl find anyth posit say . spoil everyon els . think lot gut stand front audienc - laugh nervou - ? long bring messag across . n't believ view thing - ok .... make better world one individu , accomplish lot . christi , think talk amaz actual go show staff . keep ."
2,"incred power share , thank"
2,woman beauti . thank share .
2,mani bless lot love light ! ! awesom present !
2,inspir - thank christi .
1,emot normal human emot . person seem nice though
2,great remain stupid .
1,look crazi . n't person enlighten crazier he/sh seem ? ;
1,wonder energi frequenc show would let honk bobo even though energies/frequ indic want ? `` swirli like realli cool space open allow new stuff come '' . ahh that best . like vajayjay !
2,love ladi ! : )
2,awesom guy ! thanx share video enlighten share .
1,"awesom video , lot power thing taught way easier understand 're teach access conscious . actual hear talk said `` put everi day english '' even previous told past make sens ( better go reason , n't cover ) . thank great share inform , better help other life also , thank : )"
1,"thank much amaz video , love . 's question - someon unabl find start point got wrong believ ? find ?"
0,"okay , bullshit ."
1,sometim hard make peac .
1,"high energi ; think dalai lama , love"
2,like reali
1,awesom .
2,thank much madam : )
1,dr. emoto never reproduc result scientif test condit .
2,love talk : ) christi wonder
1,count mani time say '' ummmm '' 'd rich
1,"great video , help notic neg comment , think peopl leav neg comment peopl need make use video . great video a-fest"
2,love ..
2,sure frequenc ... 'd love chang underwear
1,want money atract attract money life
1,"trololo learn physic . neutron neutral particl . proton posit electr charg , electron neg . posit neg electr charg tell anyth energi . electron neg caus thing move left peopl knew , guy back call neg forc . want believ pseudosci internet ."
1,think would requir certain surgic skill put big smile face
1,"fabul video , absolut correct everyth energi everyth chang . keep vibe high"
1,": nervou giggl : `` chang realiti '' video , n't help constantli display distract habit known indic submiss , insecur poor self-imag . mani comment titl video , instead distract nervou tic giggl incessantli . http : //scarysymptoms.com///people-who-laugh-at-everything-they-say/ right tell constant giggl counter product present . peopl tri defend distract prove point : instead discuss intend messag video , defend distract . http : //scarysymptoms.com///people-who-laugh-at-everything-they-say/ worth messag present - lose larg percentag audienc distract . shame peopl say 's purpos . 's control behavior . 's techniqu . 's annoy take away messag came . http : //scarysymptoms.com///people-who-laugh-at-everything-they-say/"
1,describ leader
1,volum way long hear well .
1,"univers love enough ? ? ? creat univers ? ? ? would make sens give gratitud creator univers , lord jesu christ ? made good point , pleas rememb temporari exist temporari world . therefor , would make sens becom align creator univers . thu ensur etern salvat . jesu lord"
1,n't like belt . * write card *
1,"hey christi ! thank open think ! today connect universenergi first time , felt everyth said , love , thankful happi everth life . guess got ! amaz ! love hear voic , laugh caus peac posit . vibrat awak ! bye ."
1,( unintent ) instruct us awar men bald ( shave ? ) head trim beard ?
1,would like session . much session
1,'s basic said % gregg braden would present .
1,although year old still power . worth time .
1,"sound kinda like omg , gon na say dr.emoto .. ok .. point made , ,weird"
1,"record , neutron n't neg charg . neither posit one . reason 're call neutron 're neutral ..."
1,"spend time clear crap peopl - thousand hour clear peopl 's judgment ancestr stuff . check dr. dain heer - know unblock stuff one sentenc . reason n't tell peopl directli , n't want life . desir stage , wear cloth like , teach move around home , chosen way send energi truth . chang lot peopl 's live million way without get stage heel . 've life year n't like . also like camera . still manag clear thousand peopl without way . n't lose hope peopl /can without get stuck stage front peopl . case 're shi ca n't stand peopl travel , 's billion way teach peopl . life teach other"
1,incred beauti joyou person christi ! brilliant techniqu find sourc light . absolut love ! thank much christi mindvalley team share info . grate thank found christi ! ! !
1,great . manifest thing seminar listen . believ learn posit . love higher frequenc !
1,"thank , great session ! tap gratitud & remov judgement . sure ask thing event say n't want , seem thing come . judgement energi put atmospher ."
1,proud see content calib reach million view . subscrib christi 's love cours 's amaz ! thank christi
0,worst ami schumer stand ever .
1,thank great video . new subscrib . look forward catch channel . peacethumbs_up
1,"christi mari sheldon im kind confus work new age . believ god jesu trust im ask 's get idea oper forc believ planet . peopl even today worship planetari instead holi word god . group thing dosent believ god ? want safe spiritu . love tho iit 's realli intrest . church say anyth new age dont involv thing , 's would love apart christi let know thank god bless everi day ill pray god give whatev want need know one realli give us thing . ill continu watch"
1,"wish christi would chang nervou littl laugh oh talk plain old tap water . live philippin six year know plain old tap water west wonder life give liquid , mostli made .. littl thing chang rich valid christi relay . bless see ."
2,"awesom job , thank ."
1,look like ami schumer
2,thank ! folded_hand
2,thank !
1,thank video nice lot learn tell mi book read abund frequenc . thank .
2,"iam love iam < < iam , ( paus focu love ) sent love everi whole unives iam love iam , , iam iam grate bless , children , famili , friend , land etc iam grate iam iam joy iam < < iam iam healthi , feel good iam , , , iam"
1,"thank ! highlight talk . pleas listen whole video understand note . polar dr. emoto water experi maharishi effect experi - frequenc pattern conscious affect area : love , wealth , relationship , career , health judgment quit judg everyth . get judgment & conclus other ? align , agre , resist , react & environ around . spiritu reason health problem be-caus - ca n't b/c ... reason clue 's block . want chang life , chang matter judgment ? wealth program planet : love money evil . money n't grow tree . n't enough . rich peopl lie , , cheat steal get . work hard money . money spiritu . spiritu peopl n't money . save raini day . 'm broke . 'm good money . ca n't afford _____ . way chang wealth program : . make choic chang . . bless thing grate 's alreadi life . . connect one & sourc energi . . delet & add new program . medit - expand . choic make chang futur . everi futur ambit chang sourc clear judgment & belief . love . joy . play ! . extra-ordinari everi thought , word , deed . . `` love '' & align & agre w/that want . focu want . . ask question & follow inform sourc guidanc ."
1,get paid lot money ?
2,love
2,great messag .
2,enjoy year .
1,"... got word say , word ... n't ..."
1,pretti soon would think well bio chip implant brain logic think use
1,"beauti smart . , ye gratitud ! gratitud game life . learn mentor music industri . miss nick !"
2,need ! thank ! bless !
1,took long time get alot say abe hick say : focus dont want get .
1,beautyful milfface_blowing_a_kissface_blowing_a_kissface_blowing_a_kisssmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-ey
1,follow kind routin everyday . last two day littl disturb speak friend ask help give clariti watch video . like natur answer request sent help . ca n't tell happi feel right watch . thank sooooo much : )
1,"actual way around . rais energi , chang thought . sinc mind maker , 's area 'm studi ( although time/energi spent make product help rais one energi ) ."
2,love light .
1,thankyou messag .. help alot book ... countri aint much pb know
1,"stop `` curli , like realli cool space open ... '' pass legitim scienc foolish . poor woman need public speak train well ."
2,"think christi mari sheldon beyond love . exce love . includ love , look , talent everyth ."
2,great transform man human
1,"peopl , includ , n't alway wan na rais vibrat , sometim enjoy brood neg . hard time connect emot allow feel neg someth 've told need , quit bit , need come , acknowledg deal . point ca n't n't alway ignor lower vibrat sake happi . said , would anyon tell 's right ratio balanc situat ? much happi need life ? much neg accept ? right wrong way ? even ask ? lol ."
1,truli amaz . made realis lot thing . exactli soul search . wish email address . thank much
2,"awesom present christi , love messag . don´t believ americans´frequ , would like think true , ."
1,"pretti good , hitler , einstein , tel avev etc . nonsens . bolshevik , tesla etc . ?"
1,'re wonder . kinda remind kaley cuoco .
1,'m grate thank video life
1,"money , money money ."
1,must need lot help . constant giggl bother .
