label,text
1,"use c++ leetcod . start leetcod learn c++ better begin first semest univers . far , 've solv leetcod problem timespan week . noth encount challeng enough . 'm plan give , ? 've program sinc , 've done sort thing . perhap 'll eventu face someth difficult leetcod may cv ."
1,"think amount time person burn solv brain teaser . hire actual normal industri , would reward develop spend time build use app other use . think net gain world , reward develop spend time build practic applic , oppos worthless brain teaser . titl video make feel ill ."
0,pay russia ?
2,thank bottom heart : )
1,cs = bs
1,"watch video , decid quit job spend year solv leetcod problem , learn ai ! ! !"
1,neet code side project chang peopl ’ livesssss
2,"one best inform perspect video youtub . ( well , programm )"
2,thank share experi !
1,video solv
1,"leetcod doesnt teach sht , serious want tp good code soon possibl learn write readabl code master oop ."
1,java languag choic fail even start ? 've heard code round googl expect solv least two lc level medium problem within min syntact correct ... without ide . languag like python inher advantag .
1,+ algorithm goto googl work api . wast talent .
1,like sub caus ’ grate ur hard work !
1,lot strong ( grandmast level higher ) peopl codeforc say solv problem randomli
2,dickstra crazi . love algorithm
1,"look roadmap , seem incred use , run someth similar ?"
1,"one thing 'd add languag choic pick languag without built-in data structur standard librari make imposs solv certain question optim without liter need implement data structur . reason , move typescript python kind question ... !"
1,leetcod roadmap com clutch tyti
1,"alway feel like leetcod question spot defent skill requir maintain . learn solv lot em recogn sort structur algo help nail problem quickli interview like min less requir keep pratic regulari . feel like giant time thief creativ could spent meaning thing end day , mostli abl memor lot thing ."
1,"neetcod , leetcod problem use actual work ?"
2,"inspir , thank : )"
1,leetocd even still relev chatgpt churn answer immedi ?
1,’ even know code
1,'m thing right ! 're huge inspir ton peopl ! 'm almost first done !
1,python code revers string liter one line code face_with_tears_of_joy print ( list ( `` hello world '' ) [ : :- ] )
0,"hey bro , leetcod someth bore , tri hard problem cf ."
1,`` n't wast time ''
1,sure leetcod consid use . solv problem . write code everyday solv problem work . ye also need make project portfolio showcas .
1,true : print ( `` thumbs_up '' )
1,"true , leetcod wo n't teach everyth . 's neetcod"
1,"watch video unemploy person , hope googl year"
1,“ ’ wast much time solv problem ” ’ mind spend day research studi one topic attempt solv . mean solv without know process ? someth wrong lol
1,want share .. know basic javascript n't know solv leetcod pleading_facepleading_facepleading_fac come solut ? pleading_facepleading_facepleading_fac
1,"knowledg need appli softwar engin job googl , facebook , amazon , appl , etc"
1,switch python : ' (
1,use python go c ?
1,smoothest plug end 've ever seen face_with_tears_of_joy clapping_hands_medium-dark_skin_ton also year ai write kind complex code man_shrugging_medium-dark_skin_ton
1,"leetcod javascript php , plz someon answer"
0,cant save video
1,"'m year old , like machin learn start program year ago , n't focu learn common algorithm data structur , actulli wan na particip ioi , start competet program , dream studi mit , anyon help give ? ( 'm also train math olympiad imo )"
1,"shoulda done x assembl browni point ... mean ca n't reject n't understand , ? ? ?"
1,", happen brain ?"
1,app use draw screen ?
2,"god bless gener hardwork like , dude ."
2,"much love bro , nice vid way = ) )"
1,"thank kindli much roadmap . sacrific vain , go histori next name like jesu , muhammad , buddha , god ."
1,get imag wallpap ?
1,"leetcod smart . desper obedi . unnecessarili go leetcod exercis fear enough , like make reconsid leav job land , help employ reduc employe turnov rate . problem first place poorli treat peopl , make quit . year averag ."
1,"hard problem like multi-week project requir deep research nich comput scienc subject . 've never seen interview real life n't solvabl slightli above-averag engin minut . 's also design done solo , wherea interview interview guid . definit found get basic , 's pointless tri . person project instead , way realist practic much better use time . ( good ) compani tri test abil work someth might actual pop job , random dynam program bs would googl ever encount irl . also even 're rockstar problem solver leetcod , still need commun skill code need clean concis interview , leetcod n't teach . interview , write hacki garbag , 'm much less like pass even work perfectli write great code n't get % function solut ."
2,great !
1,u code ( web ) ? need learn code idk start
1,"essenc ... give answer ! god sake ... pioneer left one discov actual undiscov territori , catch want ."
1,would recommend applic develop ?
1,chatgpt solv
1,"godsend ! anybodi deserv damn googl offer , sir , ! <"
1,"technic question problem , ca n't human interview pressur ."
1,quick question -- much worri program time ? alway fuss easi problem want submit effici solut .
1,video made standard st year cs student world
1,"love verbos af java ! definit slower solv problem enjoy languag , data structur algorithm class actual use java lol"
1,"real question though , without cs degre even get first interview first job"
1,"man god 's work . done grind sucess , revisit - question grind struggl . video state everyth honestli . bake concept pattern . realli need today . thank man !"
1,`` python shortest languag '' look he comparison differ lack bracket
1,make roadmap data scienc solv problem ? grinning_face_with_sweat
0,. wrong . quantiti way qualiti .
1,leetcod done less opportun new solut found crying_fac everyon stick “ correct answer ”
1,"everyon read , n't know probabl never wish best life luck world two_heart ."
1,"mayb titl video - amaz tip leetcod interview problem ? ? video titl seem kinda self indulg content video great , convers explain super help"
1,bro solv mani problem becam googl
1,"hey man , want know respect ! free roadmap best ! 'm current prepar code interview quit big tech russian compani . `` obviou '' thought 've mention solv order matter actual obviou . thank thought ! ( fact , less month left upcom interview 'm sure 'm gon na pass , know grinning_face_with_big_ey ) 're read comment wish luck easi interview problem ) ) ) ) )"
0,"'m problem , medium seem vari lot difficulti , easi problem trivial , hard problem imposs though"
1,"appreci video . current im burnt program learn stuff , 's help know 's seemingli easi thing make money decid go back ."
1,"funni , knew , even alghorytm"
1,oh thought go fmri .
2,noteworthi fore sure !
2,thank websit
1,"'s cool , way bring back motiv , tnx dude"
1,"recommend anyon take cours comput scienc basic interest leetcod , harvard 's cs good choic especi unfamiliar linkedlist , hashmap , tree , binari search , etc ."
1,go straight dp problem make wan na backtrack make expert backtrack 're good go
2,thank much . 's realli help
1,great effort creat review section question . massiv respect .. guy absolut legend share “ real ” tip .
1,preciou content ! thank whole world
2,ok new hero . watch video got motiv crack leetcod ! ! thank lot sir keep good work
1,brain becom lgbt ? holi fuck .
1,'d love combin idea multipl choic space repetit use someth like anki
1,great video content super help inform . pleas consid use anoth word describ except challeng leetcod problem .
1,"fast review section game changer . 's finish question ( prefer order , finish blind rest ) , much help get quick revis last day interview ."
1,type cring channel name
1,bro hashmap basicsskul
1,solv everi problem singl list move next one ? start easi one everi topic medium ... ? ( exampl solv problem array hash go pointer ? )
1,c++ > > c > > javascript > > java > > python caz everyth python pointer address memori
1,u pleas make video u got intenship ? nd know data structur algorithm bt done much develop stuff ? imp sir pleas consid
1,"lol `` academ '' solut correct fulli understood least , sinc problem gener solv paper first turn code . like `` add hack , add hack , circumv bug scenario ''"
1,folded_hand person would like thank servic sir . nerd_facey great job give valuabl knowledg globe_showing_america free peopl will learn . person_getting_massag visit websit . start learn basic concept slightly_smiling_fac . neat easi understand beginn like us ok_hand . wish u best luck futur sir . flexed_bicep thank . waving_hand smiling_face_with_sunglasseslov sri lanka red_heart
1,click bait
1,im one shock list basic includ tree hashmap ? may beginn feel insult face
2,"great work , u amaz ! keep"
1,percent right build applic web app compani freelanc platform dont know actual leatcod :
1,make video python cover topic requir dsa
1,"god may bless everyth , video , experi , page neetcod , realli appreci"
1,"`` 's shame look solut , long understand exactli work . '' - neetcod ts :"
1,kind disappoint ; expect liter brain scan pre- vs. post-leetcod .
1,'s name program ?
1,thank lot ... similar thought inkl go wrong direct tri solv everyth . one medium level problem lucki go take whole day . think import understand solut behind rather solv everi problem
1,motiv neededred_heart
1,fact learn get job forget n't practic year two sinc wo n't use anyway mindblow .
1,"thank lot navdeep websit . still ca n't believ practic section free cost , fast review liter ed-tech websit charg money , 've face almost similar quizz interview thank 'm motiv finish dsa/leetcod otherwis might 've given . thank gener commun may god bless gift life . deserv everyth 've got still get man ."
1,"feel somewhat new code far manag know binari search , linear search sort algorithm . n't know tree hash mean either damn . build websit web app feel 's alot dive ."
1,video honestli much `` brain '' leetcod problem .
1,sum - sum - dp right platform eye
1,free ressourc explain everi categori roadmap ?
1,"cool , rare use web dev ."
1,look someth like leetcod mc quiz long time review . simpli amaz : ) thank .
0,holi shit legend
1,"one thing total agre video never feel shame check answer . method may invent multipl peopl month year , think figur scratch one day afternoon ? would definit encount feel lack practic ."
1,"leetcod use tool enter tech cult like buy kergen water system . n't point . better way test problem solv skill , want join freaki cult , leetcod ."
1,solv like - even medium hour still never confid regard code skill ( microsoft arriv intership interview week im still confid )
1,"great video ! 've question , problem solv realli pattern recognit ? , propos , see lot differ problem , creat set pattern brain , see similar problem futur , 're abl connect dot . , mean n't `` wast time '' tri solv hard problem , instead read understand 're abl use futur . real benefit tri solv extrem tough problem ? long one attempt problem decid look solut understand instead ?"
1,'ve web develop almost decad . n't even know solv simpl sort problem .
1,hardest part go solut min . alway feel like 'm close ego wo n't let end take anoth hour
1,grinning_face_with_sweat want tri
1,googl usa ? ? role ?
1,"worth grind leetcod build subdomain specif knowledg ( like blockchain , ai , secur )"
2,love guy . love neet ! anyway imma go solv problem fun learn red_heartred_heartred_heart
2,thank
1,appreci content man . absolut god tier stuff red_heartred_heart
2,"find road map , big helper us newbi , thank alot share !"
1,"bro , start leetcod journey cours . hope one day good enough get decent job . thank , realli inspir ."
1,problem solv skill logic simpli extraordinari easi understand . huge respect u bro make video
1,would recommend leetcod codewar ?
1,whole video advertis taro . wast time
1,"roadmap amaz resourc , thank"
2,"thank make , better idea approach"
1,much need video
2,broh . loser . xd
1,solv leetcod problem . guess tim cook retir soon
1,hi neetcod ! kind app draw someth explain problem ?
1,"taro link , thank bro , 're amaz"
1,"use java ok solv problem , initi use python problem solv"
1,cs degre solv problem bavk compani ( project ) think learnt cours appli even half would enough anyon get past mayb even decid end point .
1,"realli hate leetcod problem , aim toward cs student good math difficult data structur algo ."
1,"bro 're legend ! ! ! , thank much ."
1,"want start learn code feel confid enough creativ learn one start make project fine , tri solv problem may come across creat realli want learn . see video show direct attent properli learn skill big help ."
1,got internship without learn data structur algorithm
1,ser ever find yoursel tell easi question hard dumb ? ?
2,im glad get use swift interview
1,understand solv question take time actual write code ....
1,soo whole video ad taro
1,bro know neet examin india ?
1,"never leetcod problem , fortun 've still gotten internship part time posit regardless . leetcod probabl help critic think make solv algorithm problem easier , code far beyond ."
0,roll window problem
1,mention/disclos ’ sponsorship/ad video .
1,still ca n't understand burst balloon .
1,mani year take solv que ? : (
1,`` node '' singular noun phrase . node contain number . singular essenc `` each . '' emphasis everi one thing point . get ?
1,"may good question , earth orbit circular around sun , , fall toward away sun goe around , much distanc earth graviti vector sun perfectli normal earth veloc vector ? ( either end orbit ok < periapsi apoapsi > ) let assum sun earth perfectli spheric ."
1,show bf df df bf . winking_fac `` spolier '' ? squinting_face_with_tongu good video . slightly_smiling_fac
1,"strangest peopl solv leetcod problem get googl , think like `` dream job '' sort . news flash - n't . got hire l , staff engin left moth compani - googl way past 's prime - 's compani peopl want get year ago . 's full tragic code , extrem slow pipelin strang kind `` talent '' - peopl somehow confus engin work realli . recommend - stop watch `` leet code '' video solv abstract problem - start solv real problem , real world - everi busi built around ."
1,"'s link taro , bruv ?"
1,find leetcod problem list ?
2,"success coder kind essenti success scientist person view . also , scholar . content actual went viral . nice done !"
1,"hi , site good newbi python ?"
1,couldnt even first problem
1,face_with_tears_of_joycrying_facethank god told . thought im oneface_with_tears_of_joyface_with_tears_of_joywho avoid graph lot
1,"yesterday june , start learn dsa , 'm glad found ! 'm work neetcod , thank bro !"
2,'re best man !
1,long take
1,"big problem focus much `` faang '' term wack idea behind stupid . look job seem interest . n't done singl code interview ever sinc start look job seem fun actual want , 'd pay lot ."
0,"funni bottom iin roadmap xd boil , math hard . fuck hate dp tho"
1,went univers take comput scienc think real gon na hard remov algorithm suppos base us everi assign like kinda crazi need code connect even connectk realli broke lol realli wish learn took degre
1,"hi , today went roadmap found progress n't . possibl reason ?"
0,ok suck .
1,must twitch staff jucier ... pausechamp ...
1,bro brain turn rgb
1,awesom ! thank lot man
1,`` oh 's trick '' - bane exist .
1,"heyi . said switch c++ python . worth ? also code cpp think switch . solv total - problem , deep leetcod yet . interview start month . suggest ? thank ."
1,"thank good summari ! perfect time start buy stock crypto ( btc , eth , ) introduc .. realli wish start earlier . ’ learn ’ complic peopl make . thank jeanni harrington program help get trade server invest guidelin . invest trade ta skill . big compon disciplin emot matur , one work ! time market vs. time market . keep mental investor , stay calm storm ! within month make lot money continu path jeanni ."
1,n't paid visit leetcod month colleg drain grinning_face_with_sweat
1,"realli glad came across video , thank tip advis . platform insan usefulthumbs_up"
1,", happen brain ? : )"
2,thank roadmap much ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
1,"dont worri , programm liter tri ruin brain point , your alon"
1,tumbnail turn brain rgb light pinched_fing . 's gay guy .
1,"think leetcod good use time gener re-program think hone mental edg . 've serious prepar short time feel approach thing analyt . alway invalu skill develop differ test pass fail mr mis-handl edg case leetcod part mind help take figur 's wrong . love site video , realli well explain global economi million peopl code explain well , even fewer fluent english relat abstract understand approach ."
1,.. brain pictur ?
1,"eat lunch ... `` phhhhh ! '' got mouth ! ! tree categori graph ! way round . although , n't know whether conveni learn specif gener concept ."
1,oh shiiii 'm middl java n't want start python although 'm plan learn python new mojo lang easi fast learn consequenti make brain spaghetti .
1,unbeliev fuck stupid barrier entri job . industri like gate mechan utterli irrelev job content .
2,time get stuck tri understand want lol
1,"actual im nd semest , bst 's , graph , dynam program etc . mayb univers bad ."
1,"inspir video , realli appreci explain thing video , keep good work"
1,"write df , bf easili loop ? ! well , got long way go ."
1,use leetcod without prior programmig experi ?
1,"unbeliev . never short video chang outlook someth dramat . earn immedi like sub , keep ! ! !"
1,"ah , geeksforgeek , man qualiti ."
1,"absolut zero experi knowledg come code softwar develop , even get point abl understand attempt easi leetcod problem ?"
1,"that problem , stabl , sometim solv hard problem quick , sometim stuck easi one hour ... crying_fac"
2,nice add introduct !
1,brain mush inde
0,load crap .
1,one time wan na look sponsor forget put descript
2,thank much roadmap ! ! 's help focu goal
1,"person sever thousand problem solv sever onlin judg , let tell 're _horribl wrong_ . thing `` diminish return '' competit program . everi problem solv make faster . given gap peopl top list order magnitud , 'd prefer becom fast possibl , even faster . tldr : choos complex level 're bare abl ( abl ! ) solv , keep solv . aim + problem solv , 's becom use daili basi ."
1,"almost give , chang mind , ng hard year , b grade , intern , graduate-unemploy . thank work might go tri , need thank"
1,"greatli explain , thing told interview + leet code problem solv ."
1,"look inform work googl , randomli found channel , wow . knew need work algorithm ’ good path , like roadmap , look like complex long way , struggl learn steadili . roadmap made look much achiev . . year colleg , ’ work make , hope tell good result ."
1,"'re godsent softwar engin prepar , watch neetcod explan help understand mani stuff might 've learnt elsewher also help find confid solv problem , kudo man !"
0,solv problem bitch ai n't one ( ( (
1,thumbnail make look mri scan leetcod problem
1,one actual find problem realli fun figur ?
1,video dope bro . long take solv problem .
1,small big differ good develop nobegood develop .
1,get job 'll never ever need algorithm ...
1,"amaz video , realli need !"
1,red_heartred_heart
1,th funni see work ass python start work java .. start java . java made doubt career : p .
1,"mvp , 'm go use resourc program foundat downpat ."
2,wow wonder content
1,give ai concept done 're job woot !
1,"realli help liter tri fulli understand structur , stack , queue complex pointer structur c within day crying_fac"
1,send attavk back
1,code alway short also slowest
1,inform video . thank man red_heart
1,excel geniu man keep leetcod maang seri problem havegrinning_face_with_sweat
1,"trust saw employe googl istanbul offic , realiz ask question make look like dumb . fact visit offic saw , none liter none know code solv problem . n't wast time leetcod etc learn real stuff better yeah googl sink without trace nowaday lack tech knowledg solv problem massiv spam ( combin domain generating-keyword scraping-redirecting-hiding-trend scraping-copi spin content chatgpt etc .. done russian , ukranian indian automat bet websit etc .. ) cours power chatgpt ."
1,"thought someon 's similar ac rang found channel help start : first : wild think ac count higher point ; channel immens help start mid-last-year , 'll admit count high due feverish prep go final sig js . 's worth , come someon target faang due bad time interview ( late ) end land trade : person , think point consist % problem bit higher ; 'd say around - mark . concept feel hard get pat 've done sever time . addit , experi , concept seem like habit come frequent ( prefix sum ) other ( dfs/bf ) , chanc identifi practic lot lower . 're even necessarili hard , 're use , pain rear . term prepared tech interview , think depend greatli compani . go back , 'd feel % prepar , % due certain compani snide ask inform theori question ( wo n't say know know ) . howev , interview like ibm , jpmc , boa , etc . ( like faang 's known ask dp ) , honestli say 'd feel confid tomorrow dedic prep time . interview difficulti n't consist , interview enough compani , 'll find pretti easili . 's gap pretti straightforward sort problem versu ask use bit manipul oa ; 's 're less prepar overal , rather 're less prepar specif type interview . far whether solv lc worth past - mark , think depend target . 're look faang , - accept . non-faang f 's probabl get away like . 're tri trade firm , need get - minut lc medium point , 'd say around mark ; 's much need algorithm knowledg , sinc n't chang much , need abl look problem - second know `` oh uf problem '' , `` two heap '' , `` graph travers xyz optim '' ."
1,n't know run time distribut present ( millisecond ) asymptot notat ?
2,teach make youtub video like ? thank
1,hi . want let know problem number leetcod name gener parenthes stack problem . realli ineffici way forc use stack . want let know stack question roadmap
1,'s life save channel websit . take prepar got channel . thank much neetcod .
1,"hey want learn program languag solv type problem best languag start , experi alreadi learn forgot everyth year . start start practis c++ python . would help join compani india ."
2,"love man , thank <"
1,di dickstra
1,"well , never realli took leetcod serious , , time get daili practic . 'll aim - per day . make least one day , encourag , get overexcit , everi , 'm sure 'll come across problem take minut solv"
2,thank )
1,codeforc much better leetcod .
1,"sever year program , practic problem . problem struggl librari , framework , depend architectur someth like program languag suitabl one part applic . least area program deal ... apart need intellectu develop , cours , see point practic solv problem ."
1,longest advertis ever seen . watch till end 'll know mean .
1,"graph theori call , edg node , network path cycl decod . travers vertic , 'd find way , journey graph , come may . data structur beckon stack queue , organ knowledg way amus . tree heap , 'd learn arrang , balanc data , requir chang . algorithm 'd craft , care precis , optim solut logic vision . sort search , 'd conquer , mathemat prowess stand tall . - gpt"
2,"nice video , graph horribl xd"
1,explain thing well forget much work put get today . kind video remind . thank .
1,man say dick straw ? loudly_crying_fac http : //www.youtube.com/watch ? v=yggwmfsapq
1,leet code : brain averag intellig leet code : brain damag beyond repair
1,"`` dont need learn whole languag '' hahahahaha loser mindset . guy , loser isnt cs major . loser mindset never get anywher . get cs degre loser get work . go get anywher shit lmao"
1,"dude said c++ first languag learn , becam littl afraid lol .."
1,"ok , solv question get hire faang fire lay off follow week"
2,man could kiss
1,rememb spend mani horu leetcod find interview compani want ( tripl game studio like ubisoft ) liter noth regular tech compani . 'm consid go back mayb shift game dev go back regular program
2,excel intro video . love . taken note . 謝謝分享啊~
1,math major typic start somewher bottom right work left upward backtrack backtrack gain masteri realli link math skill express complex mathemat programmat th year . grad school alway great !
1,"awesom see channel grew , 've watch sinc k sub"
1,"wow , video quit insight ! 's great hear journey solv leetcod problem eventu land job googl . relat struggl start easi question gradual progress complex one . advic choos right program languag , like python concis , someth 'll keep mind . also , import understand order solv problem base differ algorithm data structur valuabl lesson . appreci creator 's effort provid roadmap help other avoid similar mistak . tip spend excess time singl problem open look solut refresh . 's reassur know solv one two problem consist day benefici cram . creator 's approach explain thought process behind problem commend time-sav . 'm intrigu idea turn leetcod problem multiple-choic quizz effici review . overal , video emphas valu leetcod develop problem-solv skill highlight import continu learn tech industri ."
1,"suggest problem video dsa cours , cover neetcod ?"
1,plan like solv atleast one two leetcod question day .. complet beginn leetcod start day .. abl solv question .. solv around problem far watch other solut .. dont know whether correct path .. anyon say whether wright ? like watch other solut code .. anyon help ?
1,`` dont wast time ''
1,comput scienc job equival math cram exam .
1,leetcod train make valuabl employe chatgpt ?
1,> video liter name `` brain ... '' > mri pictur
1,dman bruh ! legend . alway skeptic dsa learn sinc didnt knew prepar though knowledg . show way .
1,ok googl '' watch video lol cin > > yeah sound right .. start c++ look leet code . immeditli got wschool start learn python make thing easier . still wait easier part ..
2,"read , realli thank , look type inform day help thank"
1,algorithm python
1,thank road map 'm learn hash right
1,neetcod excit fast review featur ! thank ad featur !
1,click video see appen ' r brain ... n't want job need answer
1,dont get fang nice familiar compani < ppl live decent happi life ~k/year < h week happi free time work actual get valu ok_hand
1,ate minut video ad .
1,fine road map pleas
1,"necessari data scienc fresher learn solv problem leetcod ? . , fresher data scienc field mechan engin background , found difficult solv problem leetcod ."
1,often shorter code mean languag built featur
1,piss highest salari job societi matter pay youtub bag trick
1,time rethink strategi . low oevel code like made obsolet ai forese futur .
1,"’ account financ major howev program code gener fascin ton . idea abl creat stuff , challeng need adapt excit . know ’ difficult learn see passion individu prodigi get far , ’ interest ."
1,brain gay
1,"sure big tech compani valu much , imo abil understand domain solv real life problem outsid box import . guess ’ easi way filter peopl alot applic , ’ smartest way sinc peopl abl train becom good thing easili solvabl ai nowaday"
1,"solv + problem , elon musk messag smirking_facecall_me_hand"
1,".net web api backend develop littl year , pretti good job consid eastern europ . crazi global compani like googl realli with realist reach . never advis learn sort thing , algorithm . nobodi ever question interview . genuinli want ask ? like , type job requir sort thing . ( cours imagin need math like program crazi nasa shit . like , use stuff normal job ? )"
1,"medium , motiv continu code , hey u motiv abit mayb go code"
1,solv + problem get job pojo tri develop unknown requir cuz compani suck requir
1,good video tech influenc trend becom toxic . mani lc monkey n't get big pictur peopl anyth decent pay day school . would n't recommend famili life outsid work .
1,whole video good ... last mess
1,"yet compani big notat -rd parti system reli ask us todo algorithm ) ) ) ) funni see big dog goe suddenli % compani stuck ca n't releas . imagin docker io goe week . ahahahahahah nightmar * gop ) still yet form corpo cr * * p far algo need game industri ) ) think solv + leetcod problem becam smarter , term real experi 's - % far need know appli ) ) offer googl noth basic . make analysi guy , trust youtub thing .. sell c * * p n't need make sure rich . work everywher , tech industri immut `` coca-cola '' thing market .. b * * , repres tech framework even n't need solv problem ."
1,solv leetcod problem hone skill never get job project .
1,"wholesom energi surround peopl want better explain feel right away read comment . like breath fresh air gona make boy , keep studi upgrad mental skil"
2,"ill save vid futur , thank ."
1,solv problem cous want train self
1,"look thumbnail , thought leet code made gay"
1,dont wan na work globohomo ive never solv unworldli problem like
1,"n't solv get job , get acut practic skill technolog compani use day day . got leetcod question interview refus solv , ask mani time per year need solv , said none test knowledg . said n't give stori day day , clearli see start work day one memor algo 's get job practic code skill actual need . stun , said alright , gave real stori medium difficulti , code hour . gave job spot , even accept went budget . real valu programm busi valu bring . 're learn leetcod ai second , plain dumb unhir ."
0,"common mistak avoid learn shit , get k+ job without know shit"
1,u cover contest part mani question suffici question topic wise alway good techniqu start random question
1,"wast time . end 're good rigmarol , ca n't write effici qualiti softwar . base interview prioriti , seem mani tech giant full peopl , explain softwar utter garbag ."
1,"start learn code year ago , due depress sorta quit/paus .. ai , difficult get motiv hop back leetcod . word wisdom motiv lead right direct ? still worth effort get industri ? feel quit overwhelm"
2,valuabl advic . thank .
1,"ye , need reinvent wheel solut alreadi . that asian look damn good learn . , grind past paper problem databas good exercis think , lot faster go googl . way learn python"
1,somewhat motiv content honestli thumbs_up_light_skin_ton
1,legend red_heart
1,leetcod ? codwar ?
2,amaz ! motiv boost !
1,"know , -d dp array actual abstract -d array sinc * + j uniqu - < < , - < j < n index array . hashmap ."
2,websit video best .
1,"lost graphic show python vs java -- differ almost exactli close bracket , complet stupid comparison ( )"
1,thank ur incred content red_heart . % competit program learn ur channel whenev stuck somewher code . also reach level like .. u connect togeth .. pleas provid us ur linkedin profil .
1,mean solv get job googl ? seem good ?
1,"sold use python . java foundat languag learn school , syntax gave problem code problem . like new python either ."
1,… ” wan na softwar engin googl ? ”
1,import take : `` never feel readi '' . need thank
1,"thank amount advic , want know practice/solv tip , write note challeng ?"
0,mother dick ass
1,probabl import thing know 're cs student .
1,languag focu ? c++ python ?
1,actual read link titsface_with_tears_of_joy
1,huge wast time . congratul perpetu broken elitist interview techniqu design filter peopl n't want wast month studi someth entir useless job .
1,"god word . video joke loser . far one . put much effort rise compet put effort help other rais . thank . discov channel chanc , chanc . current middl semest exam . start journey holiday ."
1,"hey umm need help : ( ( im st year tech student tri studi dsa solv leetcod problem understand concept . im impost syndrom cant solv easi problem well look solut : ( ( feel like im stupid im readi give yet anybodi went thing advic anyth u say , would realli grate hear . thank advanc : ) )"
1,someon adivic start zero ?
1,need univers degre land job interview one big compani talent work experi ?
1,got leetcod program back start doubt program skill feel much better watch video
1,recent complet question still could n't find peac confid
1,im self taught . year program im struggl leetcod crying_fac n't got ! what best thing ? give ? shall copi solut past chatgpt ask ai explain code ? pleas help geek guy crying_fac
1,turn gay . alright got . /s
2,thank brilliant idea review multi-choic !
1,mistak avoid : - languag - solv random order - ’ wast time - review
1,"oh , ur brain gay half"
1,thought video would actual show brain mri noth problem solv age ......
1,languag though python java ?
1,"love road map ! n't think 's entir crucial studi backtrack prior dynam program , recurs think process certainli help solv dp problem ."
1,homi said dickstruh face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy :
1,crying_fac
1,"websit like similar solv deriv , integr differenti equat ?"
2,thankyou ! ! help lot
1,"peopl think programm gift intellig , n't see much suffer go solv smallest thing ."
1,thank much video loudly_crying_fac . start leetcod two week ago im glad got tip get throught . definit go refer link channel thr futur call_me_hand
1,qualiti content robot
1,video use engin struggl lc . thank lot !
1,"hey neetcod hope well , start leetcod nd year one month consist left start sem consist left start easi get approach medium one couldnt sopvr hard nightmar . guy give tip like approach problem everi time tri solv problem alway end open editori total hate think dsa"
1,"thank , need guid video much !"
1,codeforc grinder : bro
1,concis video 've watch . @ neetcod rockss ! ! !
1,"chat-gpt , live coder stake . data scientist ai/ml scientist ' job secur . current sde layoff explain"
1,start code ?
1,"thank much hardwork dedic ! ! ! ! purchas pro lifetim subscript alreadi , valu offer video websit , realli want keep throw money amaz work ! ! ! ! work better % lectur uni loudly_crying_fac thank much"
1,video gave much hope ... know 's late learn code .
1,"hi neetcod ! ( neetcod premium user ) make video softwar engin best practices/ technic concept applic industri ? like git command , databas , oper system , api , etc ? concept softwar engin ( entri level least ) know . releas , 'd greatli appreci ! : )"
1,"think -min limit per problem import , 's happen freecodecamp js cours 's someth hard appli realli want solv problem look solut . problem advanc , becom vagu explain , less less detail complex , difficult sometim come solut , time read solut realiz 'd probabl would never come anyth remot close yeah , put time limit , look solut tri understand hope good advic ."
1,"never interview yet , question . appli compani got reject , wo n't consid applic anymor near futur ?"
1,leetcod actual allow add rgb backlight brain ?
